bibcode;labelDE;name;address - strasse;adresse - nummer;adresse - zusatz;zip;city;country;mail;kontakt - name;kontakt - vorname;kontakt - anrede;kontakt - email;korrespondenzsprache;bfs code;worldcat ja/nein;WorldCat Symbol;CBS Library Code;Verrechnung Kostenbeitrag (Auswahl);Kostenbeitrag basiert auf;Zusage Kostenbeitrag ja/nein;Beitrag 2018;Beitrag 2019;Beitrag 2020;Bemerkung Kostenbeitrag;Rechnungsadresse = Postadresse ja/nein;Rechnungsadresse - name;Rechnungsadresse - strasse;Rechnungsadresse - nummer;Rechnungsadresse - zusatz;Rechnungsadresse - plz;Rechnungsadresse - ort;Rechnungsadresse - country;Kontakt Rechnung - Name;Kontakt Rechnung - Vorname;Kontakt Rechnung - Anrede;Kontakt Rechnung - mail;mwst ja/nein;Grund Mehrwertsteuerbefreiung;e-rechnung ja/nein;Bemerkung Rechnungsstellung;Koordinaten;admininstitution bfs code;Kostenbeitrag über Verbund / Zugehörigkeit;Kostenbeitrag über Uni/FH - Uni;Zugehörigkeit Institution;SAP - Name 1 (35 Zeichen);SAP - Name 2 (35 Zeichen);SAP - Name 3 (35 Zeichen);SAP - Name 4 (35 Zeichen)
RE01083;Musée d'histoire naturelle, Fribourg;Musée d'histoire naturelle, Fribourg;Chemin du Musée ;6;;1700;Fribourg;ch;MuseumFribourg@fr.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.7930998, 7.1570628;;;;;Musée d'histoire naturelle;;;
RE01084;Service archéologique de l'Etat de Fribourg;Service archéologique de l'Etat de Fribourg;Planche supérieure ;13;;1700;Fribourg;ch;saef@fr.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.8026129, 7.1637198;;;;;Service archéologique;de l'Etat de Fribourg;;
RE01085;Tribunal cantonal Fribourg;Tribunal cantonal Fribourg;Rue des Augustins ;3;;1701;Fribourg;ch;;Carrard;Barbara;Frau;Barbara.Carrard@fr.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;;;;;;Tribunal cantonal Fribourg;;;
RE01086;Conservatoire de Fribourg, Granges-Paccot;Conservatoire de Fribourg;Route Louis-Braille  ;8;;1763;Granges-Paccot;ch;;Antoniazza-Torche;Christiane;Frau;christiane.antoniazza-torche@fr.ch;f;U5006_125;nein;;;direkt;BfS-Zahlen;ja;34;68;68;;ja;;;;;;;;;;;;nein;BFK;nein;;46.8124137, 7.1408076;;;;;Conservatoire de Fribourg;;;
RE01087;Musée d'art et d'histoire, Fribourg;Musée d'art et d'histoire, Fribourg;Rue de Morat ;12;;1700;Fribourg;ch;mahf@fr.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.8077326, 7.159567;;;;;Musée d'art et d'histoire;;;
RE01088;Bureau de l'égalité et de la famille (BEF), Fribourg;Bureau de l'égalité hommes-femmes et de la famille, Fribourg;Rue de la Poste ;1;;1701;Fribourg;ch;bef@fr.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.8056839, 7.163994;;;;;Bureau de l'égalité hommes-femmes;et de la famille;;
RE01089;Archives de la Ville de Fribourg;Archives de la Ville de Fribourg;Rue des Chanoines ;1;;1701;Fribourg;ch;;Lehmann-Pierart;Dominique;Frau;Dominique.Lehmann-Pierart@ville-fr.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.8065088, 7.1630844;;;;;Archives de la Ville de Fribourg;;;
RE01090;Bibliothèque publique et scolaire, Bulle;Bibliothèque publique et scolaire, Bulle;Rue de la Condémine ;25;;1630;Bulle;ch;bibliotheque@musee-gruerien.ch;Raboud;Isabelle;Frau;Isabelle.Raboud@musee-gruerien.ch;f;U4015;nein;;;direkt;BfS-Zahlen;ja;1075;2150;2150;;ja;;;;;;;;;;;;ja;;nein;;46.6166892, 7.0585982;;;;;Bibliothèque publique et scolaire;;;
RE01091;Fondation Archivum Helveto-Polonicum (AHP), Fribourg;Fondation Archivum Helveto-Polonicum (AHP), Fribourg;Grand-Places ;16;;1700;Fribourg;ch;;;;;;f;;nein;;;Über Institution;Anzahl Aufnahmen;;;;;Korrektur (Rückmeldung Briefversand): Steht in der BCU Fribourg, Betrag von 300 CHF daher zu U2003 addieren.;;;;;;;;;;;;;ja;;;;46.8021315, 7.153544;;;;UNIFR;;;;
RE01092;Haute école de santé, Fribourg;Haute école de santé, Fribourg;Route des Cliniques ;15;;1700;Fribourg;ch;heds-biblio@hefr.ch;Dahinden;Malina;Frau;Malina.Dahinden@hefr.ch;f;U5006_101;nein;;;direkt;BfS-Zahlen;ja;335;671;671;;ja;;;;;;;;;;;;nein;BFK;nein;;46.7929849, 7.1542474;;;;;Haute école de santé;;;
RE01093;Haute école de travail social Fribourg, Givisiez;Haute école de travail social Fribourg, Givisiez;Rue Jean-Prouvé ;10;;1762;Givisiez;ch;bibliotheque-ts@hefr.ch;;;;;f;U5006_102;nein;;;direkt;BfS-Zahlen;offen;141;282;282;;ja;;;;;;;;;;;;nein;BFK;nein;;46.8181598, 7.1290462;;;;;Haute école de travail social;;;
RE01094;Service des biens culturels, Fribourg;Service des biens culturels, Fribourg;Planche-Supérieure ;3;;1700;Fribourg;ch;sbc@fr.ch;Magni;Géraldine;Frau;Geraldine.Magni@fr.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;46.8034321, 7.1630085;;;;;Service des biens culturels;;;
RE01095;Vitrocentre Romont;Vitrocentre Romont;Rue du Château ;108;;1680;Romont;ch;info@vitrocentre.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.6945866, 6.9187328;;;;;Vitrocentre Romont;;;
RE01096;Pädagogische Hochschule, Fribourg (HEP);Pädagogische Hochschule, Fribourg;Rue de Morat ;36;;1700;Fribourg;ch;;Beutler;Monika;Frau;beutlerM@edufr.ch;g;U9002;nein;;;direkt;BfS-Zahlen;ja;840;1680;1680;;Nein;Haute École pédagogique Fribourg;Rue de Morat;36;;1700;Fribourg;ch;Mauron-Hemmer;Elisabeth;Frau;;nein;BFK;nein;;46.8111769, 7.1592084;;;;;Pädagogische Hochschule;;;
RE01097;Pädagogische Hochschule, Fribourg (HEP);Pädagogische Hochschule, Fribourg;Murtengasse ;34;;1700;Fribourg;ch;;;;;;f;;nein;;;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;46.8105986, 7.1581502;;;;;;;;
RE01098;Haute école pédagogique, Fribourg (HEP) - Atelier multimédia;Haute école pédagogique, Fribourg - Atelier multimédia;Rue de Morat ;36;;1700;Fribourg;ch;;;;;;f;;nein;;;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;46.8111769, 7.1592084;;;;;;;;
RE11001;Mediathek Wallis, Sitten;Mediathek Wallis, Sitten;Rue de Lausanne ;45;;1951;Sion;ch;mediatheque-valais-sion@admin.vs.ch;Valterio Barras;Romaine;Frau;romaine.valterio-barras@admin.vs.ch;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.2310603, 7.3552586;U4045;;MEDVAL;MEDVAL;;;;
RE11002;Mediathek Wallis, Brig;Mediathek Wallis, Brig;Schlossstr. ;30;;3900;Brig-Glis;ch;mediathek-wallis-brig@admin.vs.ch;;;;;g;U6276;nein;;;direkt;BfS-Zahlen;offen;392;783;783;;ja;;;;;;;;;;;;ja;;nein;;46.3155209, 7.9891942;;;;;Mediathek Wallis;;;
RE11003;Mediathek Wallis, St-Maurice;Mediathek Wallis, St-Maurice;Av. du Simplon ;6;;1890;St-Maurice;ch;mediatheque-valais-stmaurice@admin.vs.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;375;750;750;;ja;;;;;;;;;;;;ja;;nein;;46.216649, 7.0044202;;;;;Mediathek Wallis;;;
RE11004;Tribunal cantonal du Valais, Sion;Tribunal cantonal du Valais, Sion;Rue Mathieu-Schiner ;1;;1950;Sion;ch;biblio@jus.vs.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.2341292, 7.3571334;;;;;Tribunal cantonal du Valais;;;
RE11010;HES-SO Valais - Médiathèque santé, Sion;HES-SO Valais-Wallis;Chemin de l'Agasse ;5;;1950;Sion;ch;info@hevs.ch;Salvi;Mireille;Frau;mireille.salvi@hevs.ch;f;U5006_109;nein;;;direkt;BfS-Zahlen;offen;248;497;497;;ja;;;;;;;;;;;;nein;BFK;nein;;46.2359239, 7.351375;;;;;HES-SO Valais-Wallis;;;
RE11013;Musées cantonaux du Valais, Sion;Musées cantonaux, Sion;Rue des Châteaux ;14;;1950;Sion;ch;;Gasser-Crettenand;Ursula;Frau;Ursula.GASSER-CRETTENAND@admin.vs.ch;f;;nein;;;direkt;Anzahl Aufnahmen;offen;100;200;200;;ja;;;;;;;;;;;;ja;;nein;;46.2343757, 7.3622924;;;;;Musées cantonaux;;;
RE11016;Bibliothèque UNIL-UNIGE Sion, Bramois (IUKB);Institut universitaire Kurt Bösch;Chemin de l'Institut ;18;;1967;Bramois;ch;biblio.sion@unil.ch;Fournier;Rosemarie;Frau;rosemarie.fournier@unil.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.2300233, 7.3986558;;;;;Institut universitaire Kurt Bösch;;;
RE11018;Mediathek Wallis, Martigny;Mediathek Wallis, Martigny;Av. de la Gare ;15;;1920;Martigny;ch;mediatheque-valais-martigny@admin.vs.ch;;;;;f;U6290;nein;;;direkt;BfS-Zahlen;offen;1649;3298;3298;;ja;;;;;;;;;;;;ja;;nein;;46.1031248, 7.0749757;;;;;Mediathek Wallis;;;
RE11020;HES-SO Valais - Filières ES Sion;HES-SO Valais,  Médiathèque Santé;Rue de Gravelone ;5;;1950;Sion;ch;biblio.es-social@hevs.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.2358924, 7.3573252;;;;;HES-SO Valais;;;
RE11022;Lycée-Collège des Creusets, Sion;Lycée-Collège des Creusets;Rue de St-Guérin ;34;;1950;Sion;ch;bibliotheque@creusets.net;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.2266375, 7.347722;;;;;Lycée-Collège des Creusets;;;
RE11023;Ecole cantonale d'art du Valais, Sierre;Ecole cantonale d'art du Valais;Rue Bonne-Eau ;16;;3960;Sierre;ch;ecav@ecav.ch;Drotkowski;Charles;Herr;charles.drotkowski@ecav.ch;f;U5006_132;nein;;;direkt;BfS-Zahlen;ja;75;150;150;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;Ecole cantonale d'art du Valais;;;
RE11024;Archives de l'Etat du Valais, Sion;Archives cantonales, Sion;Rue de Lausanne ;45;;1950;Sion;ch;archives@admin.vs.ch;Dubois;Alain;Herr;Alain.DUBOIS@admin.vs.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.2316292, 7.3583298;;;;;Archives cantonales;;;
RE11025;HES-SO Wallis - Physiotherapie Leukerbad;HES-SO Wallis - Physiotherapie Leukerbad;Rathausstrasse ;8;;3954;Leukerbad;ch;info@hevs.ch;;;;;g;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;HES-SO Wallis;Physiotherapie Leukerbad;;
RE11026;Berufsinformationszentrum BIZ, Brig;Amt für Berufs-, Studien- und Laufbahnberatung Oberwallis;Schlossstrasse ;30;;3900;Brig;ch;berufsberatung-brig@admin.vs.ch;;;;;g;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.3154311, 7.9891673;;;;;Berufsinformationszentrum;;;
RE11028;HES-SO Wallis - Pflege Visp;HES-SO Wallis - Pflege Visp;Pflanzettastrasse ;6;;3930;Visp;ch;biblio.visp@hevs.ch;;;;;g;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;nein;BFK;nein;;;;;;;HES-SO Wallis - Pflege Visp;;;
RE11029;Fondation Tissières, Martigny;Fondation Tissières, Martigny;Av. de la Gare;6;;1920;Martigny;ch;;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.1020786, 7.0741421;;;;;Fondation Tissières;;;
RE11030;Gemeindebibliothek Naters;Gemeindebibliothek Naters;Belalpstrasse ;10;;3904;Naters;ch;gemeindebibliothek@naters.ch;;;;;g;U6297;nein;;;direkt;BfS-Zahlen;offen;321;642;642;;ja;;;;;;;;;;;;ja;;nein;;46.3249636, 7.9879652;;;;;Gemeindebibliothek Naters;;;
RE11031;HES-SO Valais - Médiathèque, Sierre;HES-SO Valais - Médiathèque, Sierre;Route de la Plaine ;2;;3960;Sierre;ch;Biblio.sierre@hevs.ch;Soom;Tamara;Frau;tamara.soom@hevs.ch;f;U5006_122;nein;;;direkt;BfS-Zahlen;ja;439;878;878;;ja;;;;;;;;;;;;nein;BFK;nein;;46.2930937, 7.5368405;;;;;HES-SO Valais;Médiathèque;;
RE11032;Médiathèque ECCG-EPP, Sion;Médiathèque ECCG-EPP, Sion;Chemin des Collines ;50;;1950;Sion;ch;mediatheque.ecsion@eduvs.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.2313626, 7.3506435;;;;;Médiathèque ECCG-EPP;;;
RE11033;Abbaye de St-Maurice;Abbaye de St-Maurice;Av. d'Agaune ;15;;1890;St-Maurice;ch;biblio@stmaurice.ch;;;;;f;;nein;;;Über Institution;Anzahl Aufnahmen;;;;;;;;;;;;;;;;;;ja;;;;46.2195915, 7.00385;;;;ABSM;;;;
RE11034;Bibliothèque municipale, Sion;Bibliothèque municipale, Sion;Place Ambuel ;9;;1950;Sion;ch;mediatheque-valais-sion@admin.vs.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.2353814, 7.3597761;;;;;Bibliothèque municipale;;;
RE11035;Bibliothèque des Jeunes, Sion;Bibliothèque des Jeunes, Sion;Rue Chanoine-Berchtold ;21;;1950;Sion;ch;mediatheque-valais-sion@admin.vs.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.229995, 7.3626097;;;;;Bibliothèque des Jeunes;;;
RE11036;Bibliothèque des Jeunes, Bramois;Bibliothèque des Jeunes, Bramois;Rue de la Blantsette;;;1967;Bramois;ch;mediatheque-valais-sion@admin.vs.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.2349286, 7.3977894;;;;;Bibliothèque des Jeunes;;;
RE11037;Médiathèque Monthey;Médiathèque Monthey;Avenue du Théâtre ;2;;1870;Montey;ch;mediatheque@monthey.ch;;;;;f;U4036;nein;;;direkt;BfS-Zahlen;offen;667;1333;1333;;ja;;;;;;;;;;;;ja;;nein;;46.2536836, 6.9472119;;;;;Médiathèque Monthey;;;
RE11038;Bibliothèque municipale et scolaire Vouvry;Bibliothèque municipale et scolaire Vouvry;Grand-Rue ;23;;1896;Vouvry;ch;bibliotheque@vouvry.ch;;;;;f;U6320;nein;;;direkt;BfS-Zahlen;offen;147;295;295;;ja;;;;;;;;;;;;ja;;nein;;46.3358838, 6.889212;;;;;Bibliothèque municipale et scolaire;;;
RE11039;Bibliothèque communale Vionnaz;Bibliothèque communale Vionnaz;Salle des Fontaines;;;1895;Vionnaz;ch;bibliotheque@vionnaz.ch;;;;;f;U6316;nein;;;direkt;BfS-Zahlen;offen;97;194;194;;ja;;;;;;;;;;;;ja;;nein;;46.3103435, 6.90262;;;;;Bibliothèque communale Vionnaz;;;
RE11040;Bibliothèque publique des Perraires, Collombey;Bibliothèque publique des Perraires;Rte de Collombey-le-Grand ;1;;1868;Collombey;ch;biblio@collombey-muraz.ch;;;;;f;U6281;nein;;;direkt;BfS-Zahlen;offen;246;492;492;;ja;;;;;;;;;;;;ja;;nein;;46.2774422, 6.9405293;;;;;Bibliothèque publique des Perraires;;;
RE11041;Bibliothèque communale et scolaire Troistorrents;Bibliothèque communale et scolaire Troistorrents;Centre scolaire;;;1872;Troistorrents;ch;bibliotheque@troistorrents.ch;;;;;f;U6312;nein;;;direkt;BfS-Zahlen;offen;102;204;204;;ja;;;;;;;;;;;;ja;;nein;;46.2312995, 6.9194416;;;;;Bibliothèque communale et scolaire;;;
RE11042;Bibliothèque communale et scolaire Val d'Illiez;Bibliothèque communale et scolaire Val d'Illiez;Route de Proz ;6;;1873;Val d'Illiez;ch;bibliotheque@illiez.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.2026766, 6.8915453;;;;;Bibliothèque communale et scolaire;;;
RE11043;Bibliothèque communale et scolaire St-Gingolph;Bibliothèque communale et scolaire St-Gingolph;Route des Rasses ;4;;1898;St-Gingolph;ch;bibliotheque1898@bluewin.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.3911, 6.8061162;;;;;Bibliothèque communale et scolaire;;;
RE11044;Bibliothèque communale et scolaire Le Bouveret;Bibliothèque communale et scolaire Le Bouveret;Nouvelle école;;;1897;Le Bouveret;ch;biblio.bouveret@romandie.com;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.3835529, 6.8549752;;;;;Bibliothèque communale et scolaire;;;
RE31001;BPU Neuchâtel - Lecture publique;BPU Neuchâtel - Lecture publique;Place Numa-Droz ;3;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Leitbibliothek;;;;;;;;;;;;;;;;;;;;;;;46.9900645, 6.9312449;;;;UNINE;;;;
RE31002;BPU Neuchâtel;BPU Neuchâtel - Fonds d'étude;Place Numa-Droz ;3;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9900645, 6.9312449;U2010;;UNINE;UNINE;;;;
RE31003;Musée d'art et d'histoire, Neuchâtel;Musée d'art et d'histoire, Neuchâtel;Esplanade Léopold-Robert ;1;;2001;Neuchâtel;ch;;Brigadoi;Yvan;Herr;Yvan.Brigadoi@ne.ch;f;;nein;;;direkt;Freiwilliger Beitrag;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.9912869, 6.9352398;;;;;Musée d'art et d'histoire;;;
RE31004;Bibliothèque de la Ville de la Chaux-de-Fonds;Bibliothèque de la ville de la Chaux-de-Fonds;Rue du Progrès ;33;;2303;La Chaux-de-Fonds;ch;service.bibville@ne.ch;Humair;Jacques-André;Herr;jacques-andre.humair@ne.ch;f;U4029;nein;;;direkt;BfS-Zahlen;offen;3371;6742;6742;;ja;;;;;;;;;;;;ja;;nein;;47.1042498, 6.8263229;;;;;Bibliothèque de la ville;de la Chaux-de-Fonds;;
RE31006;Ecole d'arts appliqués, La Chaux-de-Fonds;Médiathèque eaa, La Chaux-de-Fonds;Rue de la Paix ;60;;2300;La Chaux-de-Fonds;ch;ccj@rpn.ch;Corthesy;Catherine;Frau;Catherine.Corthesy@rpn.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;47.1012089, 6.8228668;;;;;Médiathèque eaa;;;
RE31007;Bibliothèque de la Ville du Locle;Bibliothèque de la Ville du Locle;Rue Daniel-Jean-Richard ;38;;2400;Le Locle;ch;bvll@ne.ch;;;;;f;U4031;nein;;;direkt;BfS-Zahlen;offen;374;747;747;;ja;;;;;;;;;;;;ja;;nein;;47.0571012, 6.7480056;;;;;Bibliothèque de la Ville du Locle;;;
RE31008;HEP BEJUNE - Bienne;;Ch. de la Ciblerie;45;;2503;Bienne;ch;mediatheque.SBI@hep-bejune.ch;Crausaz-Chenal;Sandrine;Frau;sandrine.crausaz-chenal@hep-bejune.ch;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;U9007;;HEPBEJUNE;HEPBEJUNE;;;;
RE31011;Uni Neuchâtel - Ethnologie (IE + MEN);;Rue saint-Nicolas ;4;;2000;Neuchâtel;ch;biblio.ethno@unine.ch;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9907319, 6.9204791;;;UNINEV;UNINEV;;;;
RE31012;Uni Neuchâtel - Sciences;Bibliothèque de la Faculté des sciences;Rue Emile-Argand ;11;;2009;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;;;;UNINEV;UNINEV;;;;
RE31013;Uni Neuchâtel - Droit;;Avenue du 1er-Mars ;26;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.0150879, 6.8501616;;;UNINEV;UNINEV;;;;
RE31014;Uni Neuchâtel - Sciences économiques;;Rue A.-L. Breguet ;2;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9938202, 6.940491;;;UNINEV;UNINEV;;;;
RE31015;Centre international d'étude du sport (CIES), Neuchâtel;Centre international d'étude du sport, Neuchâtel;Avenue DuPeyrou ;1;;2000;Neuchâtel;ch;documentation.cies@unine.ch;Borel;Marie-Claude;Frau;Marie-Claude.Borel@unine.ch;f;;nein;;;direkt;Freiwilliger Beitrag;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;46.9939537, 6.9337062;;;;;Centre international;d'étude du sport;;
RE31016;Uni Neuchâtel - Droit de la santé;;Avenue du 1er-Mars ;33;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.0141139, 6.8496857;;;UNINEV;UNINEV;;;;
RE31017;Uni Neuchâtel - Théologie (fermé) -x;Uni Neuchâtel - Faculté de théologie;Faubourg de l'Hôpital;41;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;46.9947342, 6.9355918;;;;;;;;
RE31018;Bibliothèque des Pasteurs, Neuchâtel (fermé) -x;Bibliothèque des Pasteurs, Neuchâtel;Faubourg de l'Hôpital;41;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Keine Verrechnung;;;;;;;;;;;;;;;;;;;;;;;46.9947342, 6.9355918;;;;;;;;
RE31019;Uni Neuchâtel - Service de l'information scientifique et des bibliothèques;Service de l'information scientifique et des bibliothèques;Rue Emile-Argand ;11;;2009;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;47.0150879, 6.8501616;;;UNINEV;UNINEV;;;;
RE31020;Uni Neuchâtel - Lettres et sciences humaines;;Espace Louis-Agassiz ;1;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9932441, 6.9425132;;;UNINEV;UNINEV;;;;
RE31021;Uni Neuchâtel - Bibliothèque de Pierre-à-Mazel 7 (PAM7);Bibliothèque de Pierre-à-Mazel 7 (PAM7);Rue de Pierre-à-Mazel ;7;;2000;Neuchâtel;ch;;;;;;f;;nein;;;Über Institution;BfS-Zahlen;;;;;;;;;;;;;;;;;;;;;;46.9950828, 6.9412418;;;UNINEV;UNINEV;;;;
RE31031;Tribunal cantonal, Neuchâtel;Tribunal cantonal, Neuchâtel;Rue du Pommier ;1;;2000;Neuchâtel;ch;Tribunal.Cantonal@ne.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.9915147, 6.9276686;;;;;Tribunal cantonal;;;
RE31032;Service juridique de l'Etat de Neuchâtel;Service juridique de l'Etat de Neuchâtel;Château;;;2000;Neuchâtel;ch;Service.Juridique@ne.ch;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.0263499, 6.9234277;;;;;Service juridique;de l'Etat de Neuchâtel;;
RE31033;Archives de l'Etat de Neuchâtel;Archives de l'Etat de Neuchâtel;Château;;;2000;Neuchâtel;ch;oaen@ne.ch;Galfetti;Geraldine;Frau;Geraldine.Galfetti@ne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;nein;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.0263499, 6.9234277;;;;;Archives de l'Etat de Neuchâtel;;;
RE31034;Conservatoire de musique, Neuchâtel;Conservatoire de musique neuchâtelois - Site de Neuchâtel;Espace de l'Europe ;21;;2000;Neuchâtel;ch;;Quinche;Nicolas;Herr;Nicolas.Quinche@ne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;75;150;150;;ja;;;;;;;;;;;;ja;;nein;;46.998319, 6.9407647;;;;;Conservatoire de musique;Site de Neuchâtel;;
RE31035;Conservatoire de musique de La Chaux-de-Fonds/Le Locle;Conservatoire de musique de La Chaux-de-Fonds/Le Locle;Av. Léopold-Robert ;34;;2300;La Chaux-de-Fonds;ch;;Quinche;Nicolas;Herr;Nicolas.Quinche@ne.ch;f;;nein;;;direkt;Anzahl Aufnahmen;ja;50;100;100;;ja;;;;;;;;;;;;ja;;nein;;47.1018555, 6.8277203;;;;;Conservatoire de musique;de La Chaux-de-Fonds/Le Locle;;
RE31036;Muséum d'histoire naturelle, Neuchâtel;Muséum d'histoire naturelle, Neuchâtel;Rue des Terreaux ;14;;2000;Neuchâtel;ch;;De Montmollin;Pauline;Frau;pauline.demontmollin@unine.ch;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;46.9928506, 6.9306927;;;;;Muséum d'histoire naturelle;;;
RE31037;HE-Arc - Campus 1, Neuchâtel;Haute Ecole de gestion ARC, Neuchâtel;Espace de l'Europe ;21;;2000;Neuchâtel;ch;biblio-eco@he-arc.ch;;;;;f;U5006_131;nein;;;direkt;BfS-Zahlen;ja;144;287;287;;ja;;;;;;;;;;;;nein;BFK;nein;;46.998319, 6.9407647;;;;;Haute Ecole de gestion ARC;;;
RE31038;Institut de recherche et de documentation pédagogique, Neuchâtel;Institut de recherche et de documentation pédagogique;Faubourg de l'Hôpital;43;;2000;Neuchâtel;ch;documentation@irdp.ch;;;;;f;;nein;;;direkt;Anzahl Aufnahmen;offen;125;250;250;;ja;;;;;;;;;;;;ja;;nein;;46.995024, 6.936023;;;;;Institut de recherche;et de documentation pédagogique;;
RE31039;Collège de Delémont;Collège de Delémont;Avenue de la Gare ;7;;2800;Delémont;ch;biblio@coldel.org;;;;;f;;nein;;;direkt;Freiwilliger Beitrag;offen;0;0;0;;ja;;;;;;;;;;;;ja;;nein;;47.3657428, 7.3501264;;;;;Collège de Delémont;;;
